Campaign_ID,Campaign_Name,Start_Date,End_Date,Channel,Target_Age_Group,Budget (USD),Impressions,Clicks,Conversions,Revenue (USD),Region,Campaign_Duration,CTR,Conversion_Rate,ROI,Campaign_Status,Revenue_per_Dollar,Efficiency_Bucket
MKT1681,Campaign_327,2024-12-25,2025-01-19,Google Ads,36-45,4922,769984,140528,38762,11146.18,Central,25,0.18,0.28,1.26,Profitable,2.26,High Return
MKT1682,Campaign_349,2024-04-19,2024-05-11,Google Ads,36-45,2898,89955,6218,190,2162.91,South,22,0.07,0.03,-0.25,Loss Making,0.75,Loss
MKT1683,Campaign_270,2024-11-23,2024-12-21,Google Ads,18-25,10576,246814,13317,2179,12542.08,Central,28,0.05,0.16,0.19,Profitable,1.19,Break-even
MKT1684,Campaign_14,2024-10-27,2024-11-10,TV,26-35,6166,997339,50825,9380,4906.68,South,14,0.05,0.18,-0.2,Loss Making,0.8,Loss
MKT1685,Campaign_123,2024-08-19,2024-09-06,Google Ads,36-45,3514,106704,6239,128,7000.0,West,18,0.06,0.02,0.99,Profitable,1.99,Break-even
MKT1686,Campaign_375,2024-05-30,2024-06-13,Radio,46-60,13020,671104,9421,2258,12698.37,North,14,0.01,0.24,-0.02,Loss Making,0.98,Loss
MKT1687,Campaign_480,2024-07-21,2024-08-13,TV,18-25,4145,132172,20064,2682,9090.29,Central,23,0.15,0.13,1.19,Profitable,2.19,High Return
MKT1688,Campaign_481,2024-01-22,2024-02-07,Email,26-35,13798,427155,76060,2710,30941.61,East,16,0.18,0.04,1.24,Profitable,2.24,High Return
MKT1689,Campaign_14,2024-07-16,2024-07-30,Influencer,46-60,11498,995985,150972,5885,9784.99,North,14,0.15,0.04,-0.15,Loss Making,0.85,Loss
MKT1690,Campaign_112,2024-05-10,2024-05-30,Google Ads,18-25,17681,587022,26326,4630,26004.72,West,20,0.04,0.18,0.47,Profitable,1.47,Break-even
MKT1691,Campaign_434,2024-09-05,2024-09-28,Radio,26-35,7909,559969,94054,8861,19189.28,Central,23,0.17,0.09,1.43,Profitable,2.43,High Return
MKT1692,Campaign_60,2024-05-03,2024-05-22,Radio,18-25,15661,828144,38817,3747,22767.55,Central,19,0.05,0.1,0.45,Profitable,1.45,Break-even
MKT1693,Campaign_342,2024-10-08,2024-11-03,Social Media,46-60,7945,255101,33820,6365,5945.04,North,26,0.13,0.19,-0.25,Loss Making,0.75,Loss
MKT1694,Campaign_53,2024-12-07,2024-12-28,TV,18-25,2556,542046,43345,7528,4894.98,Central,21,0.08,0.17,0.92,Profitable,1.92,Break-even
MKT1695,Campaign_412,2024-05-28,2024-06-16,Radio,26-35,15847,277642,33525,1945,31891.1,North,19,0.12,0.06,1.01,Profitable,2.01,High Return
MKT1696,Campaign_362,2024-10-20,2024-11-18,Influencer,46-60,19766,857322,69798,16496,21600.75,Central,29,0.08,0.24,0.09,Profitable,1.09,Break-even
MKT1697,Campaign_283,2024-11-24,2024-12-23,Radio,46-60,18111,319904,12023,2852,30038.17,North,29,0.04,0.24,0.66,Profitable,1.66,Break-even
MKT1698,Campaign_327,2024-10-18,2024-11-04,Social Media,36-45,4373,318708,4475,694,4894.2,Central,17,0.01,0.16,0.12,Profitable,1.12,Break-even
MKT1699,Campaign_317,2024-04-09,2024-04-24,Social Media,18-25,8308,318733,50455,11862,11296.8,South,15,0.16,0.24,0.36,Profitable,1.36,Break-even
MKT1700,Campaign_289,2024-10-13,2024-10-24,TV,18-25,16498,172530,14771,651,33451.07,Central,11,0.09,0.04,1.03,Profitable,2.03,High Return
MKT1701,Campaign_498,2024-01-16,2024-02-15,TV,26-35,11141,598942,113305,24935,17157.0,South,30,0.19,0.22,0.54,Profitable,1.54,Break-even
MKT1702,Campaign_113,2024-06-15,2024-07-14,Google Ads,26-35,5539,699186,126162,28958,12030.39,Central,29,0.18,0.23,1.17,Profitable,2.17,High Return
MKT1703,Campaign_146,2024-01-02,2024-01-23,TV,18-25,19555,649638,60083,1122,41244.83,South,21,0.09,0.02,1.11,Profitable,2.11,High Return
MKT1704,Campaign_402,2024-03-16,2024-04-07,Radio,36-45,5804,465234,63073,2340,9293.53,Central,22,0.14,0.04,0.6,Profitable,1.6,Break-even
MKT1705,Campaign_294,2024-07-12,2024-08-02,TV,18-25,1489,599083,60846,8124,2745.75,South,21,0.1,0.13,0.84,Profitable,1.84,Break-even
MKT1706,Campaign_352,2024-03-15,2024-03-31,Radio,36-45,12037,978701,149330,12403,10641.69,Central,16,0.15,0.08,-0.12,Loss Making,0.88,Loss
MKT1707,Campaign_137,2024-07-23,2024-08-19,Social Media,26-35,11182,901041,96155,18418,6498.13,Central,27,0.11,0.19,-0.42,Loss Making,0.58,Loss
MKT1708,Campaign_16,2024-03-25,2024-04-19,Social Media,18-25,17839,465342,57737,15769,22808.46,North,25,0.12,0.27,0.28,Profitable,1.28,Break-even
MKT1709,Campaign_29,2024-02-29,2024-03-22,Radio,26-35,3661,710779,33217,6226,7860.61,North,22,0.05,0.19,1.15,Profitable,2.15,High Return
MKT1710,Campaign_422,2024-01-14,2024-01-25,Email,46-60,2834,651799,86802,2884,4987.06,Central,11,0.13,0.03,0.76,Profitable,1.76,Break-even
MKT1711,Campaign_38,2024-06-13,2024-06-24,TV,46-60,18098,215415,37837,10796,32289.48,South,11,0.18,0.29,0.78,Profitable,1.78,Break-even
MKT1712,Campaign_322,2024-03-14,2024-03-25,Influencer,36-45,10168,293242,3869,594,14086.64,South,11,0.01,0.15,0.39,Profitable,1.39,Break-even
MKT1713,Campaign_145,2024-07-19,2024-08-03,Email,46-60,14212,810028,140923,28847,24055.57,South,15,0.17,0.2,0.69,Profitable,1.69,Break-even
MKT1714,Campaign_177,2024-01-10,2024-02-06,Email,46-60,13598,977930,18641,1056,25816.63,West,27,0.02,0.06,0.9,Profitable,1.9,Break-even
MKT1715,Campaign_309,2024-02-04,2024-02-22,Email,46-60,18482,285564,6499,433,16732.36,Central,18,0.02,0.07,-0.09,Loss Making,0.91,Loss
MKT1716,Campaign_119,2024-02-15,2024-02-29,Google Ads,36-45,7639,371487,68355,8638,10957.27,South,14,0.18,0.13,0.43,Profitable,1.43,Break-even
MKT1717,Campaign_475,2024-02-10,2024-03-05,Email,26-35,4331,92412,11510,116,3141.01,South,24,0.12,0.01,-0.27,Loss Making,0.73,Loss
MKT1718,Campaign_385,2024-08-04,2024-08-21,Radio,36-45,16326,529829,60274,17670,20439.54,South,17,0.11,0.29,0.25,Profitable,1.25,Break-even
MKT1719,Campaign_98,2024-04-21,2024-05-15,Email,36-45,9670,631338,12213,3526,21555.55,East,24,0.02,0.29,1.23,Profitable,2.23,High Return
MKT1720,Campaign_166,2024-01-25,2024-02-08,TV,36-45,2409,867170,24244,2178,5998.07,Central,14,0.03,0.09,1.49,Profitable,2.49,High Return
MKT1721,Campaign_122,2024-08-19,2024-09-04,Influencer,36-45,14053,503248,56109,15656,32463.63,North,16,0.11,0.28,1.31,Profitable,2.31,High Return
MKT1722,Campaign_380,2024-09-12,2024-10-08,Social Media,26-35,1459,884468,35980,1322,2163.92,North,26,0.04,0.04,0.48,Profitable,1.48,Break-even
MKT1723,Campaign_421,2024-10-28,2024-11-24,Social Media,18-25,9555,554656,103615,13652,15718.35,South,27,0.19,0.13,0.65,Profitable,1.65,Break-even
MKT1724,Campaign_175,2024-09-08,2024-10-07,TV,26-35,8590,927224,154181,12408,6270.45,West,29,0.17,0.08,-0.27,Loss Making,0.73,Loss
MKT1725,Campaign_264,2024-03-31,2024-04-27,Influencer,36-45,1955,364912,19520,4442,4730.19,West,27,0.05,0.23,1.42,Profitable,2.42,High Return
MKT1726,Campaign_12,2024-09-09,2024-10-07,Radio,46-60,4899,485606,48988,1357,10884.64,West,28,0.1,0.03,1.22,Profitable,2.22,High Return
MKT1727,Campaign_255,2024-04-30,2024-05-22,Radio,26-35,12963,811674,8463,1411,8668.42,North,22,0.01,0.17,-0.33,Loss Making,0.67,Loss
MKT1728,Campaign_431,2024-03-28,2024-04-12,Social Media,36-45,6217,100375,19925,4121,11309.41,East,15,0.2,0.21,0.82,Profitable,1.82,Break-even
MKT1729,Campaign_8,2024-06-20,2024-07-17,TV,18-25,14268,607092,23412,728,25719.54,East,27,0.04,0.03,0.8,Profitable,1.8,Break-even
MKT1730,Campaign_480,2024-03-30,2024-04-11,Radio,26-35,19607,427260,82928,18985,47248.6,East,12,0.19,0.23,1.41,Profitable,2.41,High Return
MKT1731,Campaign_286,2024-10-29,2024-11-25,Influencer,36-45,15088,663721,83431,7821,24042.01,South,27,0.13,0.09,0.59,Profitable,1.59,Break-even
MKT1732,Campaign_9,2024-03-22,2024-04-05,Email,36-45,8530,704486,119716,16235,16534.36,North,14,0.17,0.14,0.94,Profitable,1.94,Break-even
MKT1733,Campaign_367,2024-12-20,2025-01-07,Radio,36-45,10769,935359,116979,29874,18516.86,South,18,0.13,0.26,0.72,Profitable,1.72,Break-even
MKT1734,Campaign_284,2024-11-18,2024-11-30,Influencer,18-25,12363,483813,62388,9806,29978.54,East,12,0.13,0.16,1.42,Profitable,2.42,High Return
MKT1735,Campaign_385,2024-01-19,2024-02-18,TV,18-25,6866,256709,46230,5847,8795.29,East,30,0.18,0.13,0.28,Profitable,1.28,Break-even
MKT1736,Campaign_101,2024-10-03,2024-10-18,Email,46-60,13466,828149,20553,3865,26108.12,East,15,0.02,0.19,0.94,Profitable,1.94,Break-even
MKT1737,Campaign_340,2024-08-24,2024-09-18,Radio,46-60,18759,167199,28897,5104,25754.78,West,25,0.17,0.18,0.37,Profitable,1.37,Break-even
MKT1738,Campaign_255,2024-03-19,2024-04-02,Google Ads,26-35,2251,838928,110929,11347,3486.29,West,14,0.13,0.1,0.55,Profitable,1.55,Break-even
MKT1739,Campaign_205,2024-11-25,2024-12-10,Influencer,26-35,2699,739286,45223,844,6179.18,East,15,0.06,0.02,1.29,Profitable,2.29,High Return
MKT1740,Campaign_185,2024-07-18,2024-08-09,Influencer,36-45,19651,50177,793,36,20814.22,West,22,0.02,0.05,0.06,Profitable,1.06,Break-even
MKT1741,Campaign_278,2024-03-31,2024-04-20,Google Ads,36-45,6981,989612,108343,15557,8992.46,East,20,0.11,0.14,0.29,Profitable,1.29,Break-even
MKT1742,Campaign_72,2024-06-29,2024-07-28,Google Ads,26-35,5361,726728,80822,14309,5567.42,South,29,0.11,0.18,0.04,Profitable,1.04,Break-even
MKT1743,Campaign_201,2024-04-23,2024-05-09,Radio,18-25,14267,182408,10860,2264,33270.56,East,16,0.06,0.21,1.33,Profitable,2.33,High Return
MKT1744,Campaign_96,2024-09-29,2024-10-19,Influencer,46-60,12250,417976,17496,3094,16014.46,South,20,0.04,0.18,0.31,Profitable,1.31,Break-even
MKT1745,Campaign_302,2024-04-23,2024-05-10,Google Ads,36-45,8325,912247,180963,28284,13485.39,North,17,0.2,0.16,0.62,Profitable,1.62,Break-even
MKT1746,Campaign_201,2024-07-08,2024-07-29,Email,46-60,9613,415042,79032,13594,5107.05,Central,21,0.19,0.17,-0.47,Loss Making,0.53,Loss
MKT1747,Campaign_165,2024-09-06,2024-09-25,Google Ads,26-35,7362,331513,42879,1920,13625.98,North,19,0.13,0.04,0.85,Profitable,1.85,Break-even
MKT1748,Campaign_263,2024-10-22,2024-11-03,Email,46-60,16867,182820,3456,557,32205.38,Central,12,0.02,0.16,0.91,Profitable,1.91,Break-even
MKT1749,Campaign_298,2024-04-30,2024-05-18,Email,18-25,7887,423695,28997,3025,11099.8,East,18,0.07,0.1,0.41,Profitable,1.41,Break-even
MKT1750,Campaign_168,2024-06-16,2024-07-02,Email,26-35,12996,659466,117621,29062,18866.44,South,16,0.18,0.25,0.45,Profitable,1.45,Break-even
MKT1751,Campaign_434,2024-09-25,2024-10-08,Social Media,46-60,11397,58016,757,143,27415.04,West,13,0.01,0.19,1.41,Profitable,2.41,High Return
MKT1752,Campaign_77,2024-12-22,2025-01-21,Email,36-45,2153,824044,63643,9064,3727.78,North,30,0.08,0.14,0.73,Profitable,1.73,Break-even
MKT1753,Campaign_486,2024-03-03,2024-03-31,Radio,46-60,2970,644463,96137,4631,4324.4,Central,28,0.15,0.05,0.46,Profitable,1.46,Break-even
MKT1754,Campaign_140,2024-07-03,2024-07-17,Social Media,36-45,6334,943426,33964,3598,13416.65,West,14,0.04,0.11,1.12,Profitable,2.12,High Return
MKT1755,Campaign_415,2024-08-07,2024-08-30,Email,36-45,17595,445696,71550,10048,24358.57,Central,23,0.16,0.14,0.38,Profitable,1.38,Break-even
MKT1756,Campaign_153,2024-03-26,2024-04-09,TV,36-45,12052,786787,141387,12878,21263.88,Central,14,0.18,0.09,0.76,Profitable,1.76,Break-even
MKT1757,Campaign_376,2024-10-28,2024-11-20,Google Ads,36-45,10438,196410,20698,2034,18044.85,Central,23,0.11,0.1,0.73,Profitable,1.73,Break-even
MKT1758,Campaign_61,2024-02-12,2024-03-06,Google Ads,18-25,1205,935357,16356,903,1341.99,South,23,0.02,0.06,0.11,Profitable,1.11,Break-even
MKT1759,Campaign_328,2024-04-27,2024-05-25,Influencer,26-35,8747,147497,19484,4861,21713.56,North,28,0.13,0.25,1.48,Profitable,2.48,High Return
MKT1760,Campaign_60,2024-06-15,2024-07-05,Email,26-35,11616,366442,37120,5988,20523.56,North,20,0.1,0.16,0.77,Profitable,1.77,Break-even
MKT1761,Campaign_218,2024-10-11,2024-10-26,Influencer,18-25,10937,308176,52917,8582,13847.72,East,15,0.17,0.16,0.27,Profitable,1.27,Break-even
MKT1762,Campaign_301,2024-11-13,2024-12-08,Social Media,46-60,14863,480815,86924,20753,28815.22,South,25,0.18,0.24,0.94,Profitable,1.94,Break-even
MKT1763,Campaign_150,2024-11-25,2024-12-18,Social Media,18-25,13002,897056,96801,21706,10862.1,South,23,0.11,0.22,-0.16,Loss Making,0.84,Loss
MKT1764,Campaign_189,2024-05-27,2024-06-12,Email,26-35,18804,856965,141491,31657,16563.46,South,16,0.17,0.22,-0.12,Loss Making,0.88,Loss
MKT1765,Campaign_33,2024-03-05,2024-03-21,Radio,26-35,10989,664382,18333,2188,5672.85,North,16,0.03,0.12,-0.48,Loss Making,0.52,Loss
MKT1766,Campaign_47,2024-09-23,2024-10-10,TV,36-45,6247,223864,32758,4727,3426.17,West,17,0.15,0.14,-0.45,Loss Making,0.55,Loss
MKT1767,Campaign_85,2024-08-29,2024-09-20,Radio,18-25,6798,835148,37019,4128,9711.1,West,22,0.04,0.11,0.43,Profitable,1.43,Break-even
MKT1768,Campaign_134,2024-07-04,2024-07-31,Influencer,36-45,5445,407315,16049,2819,3078.54,West,27,0.04,0.18,-0.43,Loss Making,0.57,Loss
MKT1769,Campaign_73,2024-11-12,2024-11-24,Radio,46-60,19146,262800,39056,4836,30609.63,West,12,0.15,0.12,0.6,Profitable,1.6,Break-even
MKT1770,Campaign_94,2024-08-13,2024-08-26,Influencer,46-60,3074,489374,68816,4645,6376.78,South,13,0.14,0.07,1.07,Profitable,2.07,High Return
MKT1771,Campaign_373,2024-04-21,2024-05-19,Influencer,26-35,11676,200619,8583,1521,19075.66,North,28,0.04,0.18,0.63,Profitable,1.63,Break-even
MKT1772,Campaign_315,2024-04-19,2024-05-12,Social Media,18-25,11713,699173,120421,3836,12959.23,West,23,0.17,0.03,0.11,Profitable,1.11,Break-even
MKT1773,Campaign_284,2024-10-08,2024-10-22,Social Media,26-35,12917,746593,144233,34458,28564.63,East,14,0.19,0.24,1.21,Profitable,2.21,High Return
MKT1774,Campaign_277,2024-04-14,2024-05-04,Radio,36-45,14692,138090,14213,2799,29005.39,East,20,0.1,0.2,0.97,Profitable,1.97,Break-even
MKT1775,Campaign_452,2024-09-09,2024-09-26,Social Media,46-60,9098,997652,13684,1456,20296.42,East,17,0.01,0.11,1.23,Profitable,2.23,High Return
MKT1776,Campaign_296,2024-09-12,2024-10-11,Influencer,18-25,15641,642928,107192,27824,21546.92,South,29,0.17,0.26,0.38,Profitable,1.38,Break-even
MKT1777,Campaign_96,2024-10-19,2024-11-03,TV,18-25,2816,357193,20300,5507,4046.65,South,15,0.06,0.27,0.44,Profitable,1.44,Break-even
MKT1778,Campaign_270,2024-09-11,2024-09-24,Social Media,46-60,5531,617732,117823,33495,8506.07,East,13,0.19,0.28,0.54,Profitable,1.54,Break-even
MKT1779,Campaign_67,2024-03-17,2024-03-27,Influencer,18-25,12937,426422,63344,13971,7873.22,South,10,0.15,0.22,-0.39,Loss Making,0.61,Loss
MKT1780,Campaign_97,2024-03-29,2024-04-09,Email,36-45,17021,646045,105989,22145,24360.52,Central,11,0.16,0.21,0.43,Profitable,1.43,Break-even
MKT1781,Campaign_258,2024-09-16,2024-10-14,TV,36-45,13196,709764,76458,4858,23420.98,South,28,0.11,0.06,0.77,Profitable,1.77,Break-even
MKT1782,Campaign_202,2024-02-01,2024-02-12,Social Media,18-25,10899,257765,47759,9416,23207.74,East,11,0.19,0.2,1.13,Profitable,2.13,High Return
MKT1783,Campaign_438,2024-10-20,2024-11-09,Email,46-60,12366,885753,155579,44602,27749.47,North,20,0.18,0.29,1.24,Profitable,2.24,High Return
MKT1784,Campaign_293,2024-02-17,2024-02-27,Social Media,26-35,12411,706263,10287,1006,18069.64,Central,10,0.01,0.1,0.46,Profitable,1.46,Break-even
MKT1785,Campaign_335,2024-09-18,2024-10-04,Email,26-35,19892,445771,88491,3005,37268.6,North,16,0.2,0.03,0.87,Profitable,1.87,Break-even
MKT1786,Campaign_256,2024-02-17,2024-03-17,Email,26-35,2586,674053,26070,1408,2364.87,West,29,0.04,0.05,-0.09,Loss Making,0.91,Loss
MKT1787,Campaign_61,2024-12-17,2025-01-10,TV,46-60,2753,130760,16359,3702,1867.84,South,24,0.13,0.23,-0.32,Loss Making,0.68,Loss
MKT1788,Campaign_58,2024-07-14,2024-08-05,Email,26-35,2371,136832,17422,335,1830.35,South,22,0.13,0.02,-0.23,Loss Making,0.77,Loss
MKT1789,Campaign_176,2024-12-04,2024-12-30,TV,26-35,8015,48821,3211,211,10103.45,South,26,0.07,0.07,0.26,Profitable,1.26,Break-even
MKT1790,Campaign_107,2024-10-01,2024-10-11,Influencer,26-35,10878,824375,89847,4797,22517.48,West,10,0.11,0.05,1.07,Profitable,2.07,High Return
MKT1791,Campaign_91,2024-02-21,2024-03-04,Google Ads,18-25,13936,665725,73040,20258,30933.57,Central,12,0.11,0.28,1.22,Profitable,2.22,High Return
MKT1792,Campaign_296,2024-12-06,2024-12-26,Social Media,26-35,10395,403820,13921,3530,17492.73,Central,20,0.03,0.25,0.68,Profitable,1.68,Break-even
MKT1793,Campaign_359,2024-07-06,2024-07-27,Influencer,46-60,1040,854483,159645,34730,1703.25,North,21,0.19,0.22,0.64,Profitable,1.64,Break-even
MKT1794,Campaign_177,2024-03-06,2024-04-03,TV,18-25,8499,485774,15808,1420,11454.31,North,28,0.03,0.09,0.35,Profitable,1.35,Break-even
MKT1795,Campaign_184,2024-10-08,2024-10-28,Radio,36-45,11057,809614,150235,10739,6126.51,West,20,0.19,0.07,-0.45,Loss Making,0.55,Loss
MKT1796,Campaign_483,2024-02-08,2024-02-22,Email,26-35,2763,452981,15125,2845,4030.17,West,14,0.03,0.19,0.46,Profitable,1.46,Break-even
MKT1797,Campaign_286,2024-09-10,2024-09-28,Email,26-35,3015,474639,69572,20145,4107.77,Central,18,0.15,0.29,0.36,Profitable,1.36,Break-even
MKT1798,Campaign_442,2024-10-29,2024-11-08,TV,26-35,5144,911786,57867,11488,11842.72,South,10,0.06,0.2,1.3,Profitable,2.3,High Return
MKT1799,Campaign_176,2024-06-12,2024-06-30,Social Media,18-25,10353,43956,2524,116,17934.24,South,18,0.06,0.05,0.73,Profitable,1.73,Break-even
MKT1800,Campaign_465,2024-07-26,2024-08-20,Radio,46-60,14867,946422,150953,28778,18461.48,East,25,0.16,0.19,0.24,Profitable,1.24,Break-even
MKT1801,Campaign_303,2024-12-12,2025-01-02,Google Ads,36-45,6651,268051,15478,3932,5146.0,West,21,0.06,0.25,-0.23,Loss Making,0.77,Loss
MKT1802,Campaign_415,2024-05-08,2024-06-01,TV,18-25,2445,591898,12598,558,5054.31,North,24,0.02,0.04,1.07,Profitable,2.07,High Return
MKT1803,Campaign_63,2024-01-20,2024-02-05,Email,46-60,8531,115253,10991,990,20358.54,Central,16,0.1,0.09,1.39,Profitable,2.39,High Return
MKT1804,Campaign_251,2024-03-23,2024-04-15,Radio,18-25,1430,551958,15737,3474,1762.46,Central,23,0.03,0.22,0.23,Profitable,1.23,Break-even
MKT1805,Campaign_55,2024-03-16,2024-04-13,Email,18-25,2992,495968,12916,2033,3940.98,East,28,0.03,0.16,0.32,Profitable,1.32,Break-even
MKT1806,Campaign_53,2024-05-06,2024-05-17,TV,26-35,3611,60120,9887,923,8810.62,East,11,0.16,0.09,1.44,Profitable,2.44,High Return
MKT1807,Campaign_489,2024-05-21,2024-06-15,Google Ads,26-35,6733,129753,18654,320,10976.56,West,25,0.14,0.02,0.63,Profitable,1.63,Break-even
MKT1808,Campaign_94,2024-06-27,2024-07-24,Radio,36-45,14956,747576,68479,5724,8365.91,West,27,0.09,0.08,-0.44,Loss Making,0.56,Loss
MKT1809,Campaign_62,2024-10-14,2024-10-24,Google Ads,26-35,14191,174190,28966,8013,19568.71,South,10,0.17,0.28,0.38,Profitable,1.38,Break-even
MKT1810,Campaign_131,2024-08-11,2024-09-02,TV,26-35,12574,623571,13827,1102,9763.01,North,22,0.02,0.08,-0.22,Loss Making,0.78,Loss
MKT1811,Campaign_438,2024-08-31,2024-09-10,Email,18-25,14204,444953,40427,4045,16486.06,East,10,0.09,0.1,0.16,Profitable,1.16,Break-even
MKT1812,Campaign_302,2024-01-13,2024-01-25,Email,18-25,16913,708914,70039,19263,9719.93,West,12,0.1,0.28,-0.43,Loss Making,0.57,Loss
MKT1813,Campaign_384,2024-12-01,2024-12-19,Radio,26-35,19089,81245,13478,2335,36266.58,Central,18,0.17,0.17,0.9,Profitable,1.9,Break-even
MKT1814,Campaign_363,2024-11-19,2024-12-07,Radio,18-25,9168,710144,141689,4119,18967.82,East,18,0.2,0.03,1.07,Profitable,2.07,High Return
MKT1815,Campaign_22,2024-05-10,2024-06-08,Radio,18-25,10752,687992,115393,28651,25358.83,Central,29,0.17,0.25,1.36,Profitable,2.36,High Return
MKT1816,Campaign_203,2024-11-06,2024-12-02,TV,26-35,7509,495750,60560,12638,15974.13,North,26,0.12,0.21,1.13,Profitable,2.13,High Return
MKT1817,Campaign_196,2024-11-04,2024-12-01,Influencer,36-45,14463,962186,79458,3089,13487.72,North,27,0.08,0.04,-0.07,Loss Making,0.93,Loss
MKT1818,Campaign_147,2024-01-26,2024-02-20,TV,36-45,8644,881279,37980,3929,7485.97,South,25,0.04,0.1,-0.13,Loss Making,0.87,Loss
MKT1819,Campaign_378,2024-12-18,2025-01-13,Influencer,36-45,19627,966269,30580,5720,41492.0,Central,26,0.03,0.19,1.11,Profitable,2.11,High Return
MKT1820,Campaign_35,2024-12-30,2025-01-17,Social Media,46-60,1862,234754,23189,3699,3983.99,South,18,0.1,0.16,1.14,Profitable,2.14,High Return
MKT1821,Campaign_277,2024-03-28,2024-04-10,Email,46-60,6189,702852,95881,1721,13037.12,North,13,0.14,0.02,1.11,Profitable,2.11,High Return
MKT1822,Campaign_322,2024-05-12,2024-05-25,Radio,18-25,13103,727588,104296,19650,19994.0,South,13,0.14,0.19,0.53,Profitable,1.53,Break-even
MKT1823,Campaign_259,2024-10-26,2024-11-19,Social Media,18-25,15563,33501,4987,827,27265.15,North,24,0.15,0.17,0.75,Profitable,1.75,Break-even
MKT1824,Campaign_494,2024-05-28,2024-06-23,Email,18-25,14074,947598,56293,9298,11560.84,Central,26,0.06,0.17,-0.18,Loss Making,0.82,Loss
MKT1825,Campaign_62,2024-08-19,2024-09-09,Radio,26-35,15429,541468,43870,12302,24350.04,Central,21,0.08,0.28,0.58,Profitable,1.58,Break-even
MKT1826,Campaign_32,2024-01-14,2024-02-01,Radio,18-25,16542,345752,34548,1284,36147.33,West,18,0.1,0.04,1.19,Profitable,2.19,High Return
MKT1827,Campaign_432,2024-04-06,2024-04-28,Radio,18-25,14213,105948,16451,3351,33660.61,East,22,0.16,0.2,1.37,Profitable,2.37,High Return
MKT1828,Campaign_262,2024-09-12,2024-10-10,Google Ads,26-35,14876,596876,108466,5816,29044.06,Central,28,0.18,0.05,0.95,Profitable,1.95,Break-even
MKT1829,Campaign_201,2024-10-23,2024-11-17,Influencer,18-25,2413,627445,48552,10529,2454.75,East,25,0.08,0.22,0.02,Profitable,1.02,Break-even
MKT1830,Campaign_405,2024-02-15,2024-03-14,TV,18-25,14996,56159,5836,992,14939.36,East,28,0.1,0.17,-0.0,Profitable,1.0,Loss
MKT1831,Campaign_250,2024-05-25,2024-06-21,Radio,26-35,13366,381240,11563,3237,22215.19,East,27,0.03,0.28,0.66,Profitable,1.66,Break-even
MKT1832,Campaign_440,2024-12-03,2025-01-02,TV,26-35,2480,937745,117126,15492,4412.68,East,30,0.12,0.13,0.78,Profitable,1.78,Break-even
MKT1833,Campaign_428,2024-11-08,2024-11-30,TV,26-35,15067,36865,2229,353,12104.51,East,22,0.06,0.16,-0.2,Loss Making,0.8,Loss
MKT1834,Campaign_228,2024-01-06,2024-01-20,Radio,36-45,13646,159253,6427,1804,22652.29,North,14,0.04,0.28,0.66,Profitable,1.66,Break-even
MKT1835,Campaign_125,2024-11-18,2024-12-11,Google Ads,26-35,17466,611746,117717,27759,18022.06,North,23,0.19,0.24,0.03,Profitable,1.03,Break-even
MKT1836,Campaign_205,2024-09-29,2024-10-25,Social Media,18-25,5504,281090,23916,1288,13622.65,West,26,0.09,0.05,1.48,Profitable,2.48,High Return
MKT1837,Campaign_270,2024-08-15,2024-09-13,Radio,18-25,1722,663513,111651,4004,1115.35,West,29,0.17,0.04,-0.35,Loss Making,0.65,Loss
MKT1838,Campaign_425,2024-02-27,2024-03-26,Influencer,26-35,6349,870617,153137,33272,4545.38,East,28,0.18,0.22,-0.28,Loss Making,0.72,Loss
MKT1839,Campaign_110,2024-08-31,2024-09-23,Email,36-45,9146,55918,10316,1064,13921.01,South,23,0.18,0.1,0.52,Profitable,1.52,Break-even
MKT1840,Campaign_206,2024-06-19,2024-06-29,Social Media,36-45,10898,529665,19853,915,7571.09,East,10,0.04,0.05,-0.31,Loss Making,0.69,Loss
MKT1841,Campaign_163,2024-11-28,2024-12-09,Social Media,36-45,1925,835961,98452,12463,1205.74,East,11,0.12,0.13,-0.37,Loss Making,0.63,Loss
MKT1842,Campaign_387,2024-09-04,2024-09-16,Radio,26-35,18637,611080,93538,18037,29696.36,East,12,0.15,0.19,0.59,Profitable,1.59,Break-even
MKT1843,Campaign_490,2024-01-02,2024-01-24,TV,26-35,9896,93487,8801,1143,21727.48,North,22,0.09,0.13,1.2,Profitable,2.2,High Return
MKT1844,Campaign_54,2024-04-25,2024-05-15,Radio,26-35,13338,287900,32741,6180,21031.46,West,20,0.11,0.19,0.58,Profitable,1.58,Break-even
MKT1845,Campaign_413,2024-05-07,2024-06-04,TV,46-60,17604,409677,48248,10118,39317.91,East,28,0.12,0.21,1.23,Profitable,2.23,High Return
MKT1846,Campaign_168,2024-06-23,2024-07-21,Google Ads,36-45,4625,140145,17742,3894,8598.09,North,28,0.13,0.22,0.86,Profitable,1.86,Break-even
MKT1847,Campaign_30,2024-12-17,2025-01-11,Google Ads,26-35,2457,378323,11933,1761,3304.58,West,25,0.03,0.15,0.34,Profitable,1.34,Break-even
MKT1848,Campaign_373,2024-02-01,2024-02-18,Radio,46-60,14803,339659,19437,5695,26574.89,South,17,0.06,0.29,0.8,Profitable,1.8,Break-even
